,Username,Tweet,Likes,Retweets,No
2154,PolsekJ27859372,Bhabinkamtibmas Polsek Jatikalen giat monitoring vaksin covid 19 di Desa Lumpang Kuwek https://t.co/cjETiyrmgn,0,0,2154
2155,PR_Tasikmalaya,"Jadwal Vaksin Covid-19 di Tangerang 24 dan 27 Desember 2021, Tersedia Dosis 1 dan 2 https://t.co/eXRHFrPydx",0,0,2155
2156,industrycoid,"WHO Peringatkan Varian Omicron Menyebar Lebih Cepat dari Delta, Vaksin Nusantara Jadi Solusi: Organisasi Kesehatan Dunia (WHO) menyebutkan, Covid-19 varian Omicron lebih cepat menular dari varian Delta dan menginfeksi orang yang sudah divaksin atau baru… https://t.co/KF2wySrgt9",0,0,2156
2157,UNinIndonesia,"Di bulan Maret, vaksin #COVID19 dari COVAX Facility tiba di Indonesia.

Kolaborasi yang kuat di tingkat global dan nasional telah menghasilkan tonggak penting dalam perang melawan COVID-19 &amp; operasi pengadaan dan pasokan vaksin terbesar dalam sejarah.

#YearInReview #OnlyTogether https://t.co/0eCpM2hKK8",7,4,2157
2158,GerbangPost,Kadar penerimaan dos penggalak vaksin COVID-19 adalah baik https://t.co/ZeHHIrTaey https://t.co/3A6lFYeJCd,0,3,2158
2159,yulitasaarii___,"Menurut Presiden Jokowi dukungan NU yg mengajak masyarakat utk mentaati prokes &amp; mengikuti program vaksinasi memberikn dampak nyata bg penanganan pandemi Covid-19. Melalui ajakan ini, masyarakat yg sebelumnya ragu utk mendapatkn vaksin menjadi antusias mengikuti program vaksinasi https://t.co/bS2Ql9p2eg",10,9,2159
2160,Kusumawati2Rini,"UPP Kab. Bantaeng melaksanakan giat pengamanan &amp; pendampingan vaksin covid-19 di desa tombolo kec. Gantarangkeke Sekaligus sosialisasi sapu bersih pungutan liar, melalui media masker yang digunakan oleh personil yg berlogokan saber pungli &amp; pemda",0,0,2160
2161,GoRiauCom,Satgas Covid-19 Razia Sertifikat Vaksin di Pasar Kuala Semundam https://t.co/FZVsdK9NIw,0,0,2161
2162,KatokRombeng,"Kata Pemerintah Soal Vaksin Nusantara Jadi Opsi Vaksin Booster Covid-19.!!

#DukungPemulihanNegeri https://t.co/8CF9aoAHLG",0,0,2162
2163,catatankaqihati,"Pemerintah sudah siapkan skenario darurat antisipasi lonjakan covid 19 varian omicron.
Sebagai masyarakat, harus proaktif juga dgn kurangi mobilitas, segera vaksin dn selalu taati protokol kesehatan serta selalu gunakan masker saat beraktifitas https://t.co/RzeWfiSvMr",22,17,2163
2164,friechiiiaa,Kata Jokowi: Pemimpin Dunia Heran dan Kepoin Cara Indonesia Dapatkan Banyak Vaksin Covid-19 https://t.co/LaE3rPZNyr #PartaiSolidaritasIndonesia,0,0,2164
2165,catatankaqihati,"Yuk vaksin yuuk!! 
Jangan ditunda lagi..
Dgn vaksin, berarti kamu bantu pemerintah turunkan kasus covid 19.
Vaksin dan prokes kunci sukses hadapi pandemi covid 19 https://t.co/M4HklziDiA",20,19,2165
2166,ariestarico2,"Vaksin covid 19 memang tidak membuat tubuh kebal atau benar-benar terhindar dari infeksi Virus Corona. Namun, suntikan vaksin dapat melindungi tubuh dari efek yang lebih parah, bahkan dapat menurunkan risiko kematian. https://t.co/qsmcs1L2Ar",18,17,2166
2167,PolresPalangka,"Gerai Vaksin Presisi SiDokkes Presisi Polresta Palangka Raya dan para relawan melaksanakan Vaksinasi Covid-19 di Aula Palampang Tarung, Jalan Tjilik Riwut Km. 5,5, Kota Palangka Raya, Kamis (23/12/2021) mulai pukul 08.00 WIB. https://t.co/PKeYHCbmXH",3,0,2167
2168,rwindocom,"Beredar Video yang Menyebut Anak-Anak Jadi Kelinci Percobaan Vaksin, Berikut Penjelasan Satgas COVID-19  https://t.co/RXstm7F04B",1,1,2168
2169,Venom1982_,"""WHO: Program Vaksin Booster Hanya akan Memperpanjang Pandemi COVID-19"" https://t.co/m5y9Ev7ptx https://t.co/Pww3LzswJt",4,1,2169
2170,mcreativepky,Pelayanan Vaksinasi Covid-19 Dilakukan Polresta Palangka Raya melalui Gerai Vaksin Presisi https://t.co/NZfAL1uM3U,0,0,2170
2171,RRIPro1Ternate,"Juru Bicara Satgas Penanganan Covid-19 Prof. Wiku Adisasmito menjelaskan, selain menggunakan vaksin buatan luar negeri, Pemerintah juga membuka peluang menggunakan vaksin Merah Putih sebagai kandidat vaksin booster #LintasTernatePagi
https://t.co/mQfZRdUnQ7",0,0,2171
2172,mcreativepky,"Dukung Percepatan Vaksinasi, Polresta Palangka Raya Pam Gudang dan Distribusi Vaksin Covid-19 https://t.co/eUjQ2CRosO",0,0,2172
2173,VFathun,"MIOKARDITIS pada mRNA vaksin.
Ilmuwan AS mengatakan pada bulan Juni bahwa ada ""kemungkinan hubungan"" antara vaksin mRNA COVID-19 dan risiko yang lebih tinggi dari peradangan jantung langka pada remaja dan dewasa muda.

@KemenkesRI MASIH BILANG VAKSIN LEBIH BANYAK MANFAAT. PRETTTT https://t.co/wBXTnTaLEm",60,30,2173
2174,WindaFitri33,"UPP Kab. Bantaeng melaksanakan giat pengamanan &amp; pendampingan vaksin covid-19 di kel. Banyorang kec. Tompobulu Sekaligus sosialisasi sapu bersih pungutan liar, melalui media masker yang digunakan oleh personil yg berlogokan saber pungli &amp; pemda",0,0,2174
2175,TrianiNeehan,UPP Kab. Bantaeng melaksanakan giat pengamanan &amp; pendampingan vaksin covid-19 di desa pa'bumbungang kec. Eremerasa Sekaligus sosialisasi sapu bersih pungutan liar,0,0,2175
2176,tawaufm,"KKM juga ingin menasihati orang ramai termasuk individu-individu yang telah menerima vaksin COVID-19 agar terus mematuhi saranan serta nasihat-nasihat kesihatan yang sering ditekankan iaitu;

Elakkan 3S: (elakkan kawasan yang sesak, sempit dan sembang dengan jarak yang dekat);",0,0,2176
2177,tawaufm,"Suntikan dos penggalak vaksin COVID-19 akan membantu merangsangkan tindak balas sistem imun yang menurun dan meningkatkan peneutralan antibodi untuk melawan varian yang mudah berjangkit.

#JaPenSabah
#MenangBersama
#LindungDiriLindungSemua https://t.co/XYhUTkVUZG",0,0,2177
2178,voidotid,"Mengingat pandemi COVID-19 masih dalam angka yang tinggi, perusahaan semikonduktor, Intel memperingatkan semua karyawannya untuk segera melakukan vaksin sebelum 4 Januari 2022. https://t.co/UnO2k75bbZ",1,0,2178
2179,BalkonJakarta,Tak Layak Diberi Vaksin Covid-19 https://t.co/8HkHdadrb1,0,0,2179
2180,tarannisa2940,"Lawan Covid-19 Dengan Percepat Vaksinasi. Personel kepolisian menjadi vaksinator Covid-19 dengan memberikan suntikan vaksin kepada masyarakat Kabupaten Boven Digoel, Papua.",0,0,2180
2181,ohorella_b,"@PakuJajar9 @LurahIstana penerima pertama vaksin Covid-19 di dunia adalah Margareth Keenan dari Inggris pada 8 Desember 2020, berarti dia akan mati pada Desember 2022 ya (dia sdh berusia 91 thn sih)",0,0,2181
2182,kompascom,"Pakar Mikrobiologi Klinik sekaligus Guru Besar FKKMK UGM, Prof. Tri Wibawa mengatakan, semua vaksin memiliki potensi untuk dipakai sebagai booster vaksin Covid-19, termasuk vaksin Merah Putih. | #EDU 

https://t.co/HVdmRR2U60",5,0,2182
2183,nadira_deandra,"Dengan itu, pada hari ini Kedutaan Besar Jerman di Indonesia mengumumkan datangnya donasi 5 juta vaksin covid-19 ke Indonesia.",0,0,2183
2184,Mujib41536843,"@BuKasunNdeso vaksin disuntikan ketubuh untuk menangkal virus dan meningkatkan imun, sekarang vaksin dipermasalahkan apakah anda punya solusi untuk menangkal virus covid-19 apakah anda bisa bertanggung jawab atas orang-orang yang sudah meninggal karena covid-19",0,0,2184
2185,liputan6dotcom,Rusia Siap Bantu Indonesia Kembangkan Vaksin Covid-19 hingga Kilang Minyak https://t.co/dPevWjnPWe,6,0,2185
2186,medcom_id,Nigeria Musnahkan 1 Juta Vaksin Covid-19 Kedaluwarsa https://t.co/0c7pIRK5A0 https://t.co/xmTuOictt1,0,0,2186
2187,Rangga7Pangestu,UPP Kab. Bantaeng melaksanakan giat pengamanan &amp; pendampingan vaksin covid-19 di desa pa'bumbungang kec. Eremerasa Sekaligus sosialisasi sapu bersih pungutan liar,0,0,2187
2188,lowongankerjalu,"Lowongan Kerja SMA Kereta Api Service Tahun 2022

Tenaga Satuan Pengamanan
Pria/Wanita;
Tidak bertato;
Sudah mengikuti program vaksin COVID-19, minimal dosis pertama;
Pendidikan minimal SLTA/SMK/sederajat;
Sehat jasmani dan rohani,…https://t.co/jiKRyZZJrn https://t.co/IUZh5nsKbS",0,0,2188
2189,NyiMasRuminah,"Menurut Presiden Jokowi, dukungan NU yang mengajak masyarakat untuk mentaati protokol kesehatan dan mengikuti program vaksin pemerintah memberikan dampak nyata bagi penanganan pandemi Covid-19 di Indonesia. Melalui ajakan para ulama dan kiai NU, https://t.co/sqQ8hAandE",0,0,2189
2190,RendySiregar90,"UPP Kab. Bantaeng melaksanakan giat pengamanan &amp; pendampingan vaksin covid-19 di desa pattaneteang kec. Tompobulu Sekaligus sosialisasi sapu bersih pungutan liar, melalui media masker yang digunakan oleh personil yg berlogokan saber pungli &amp; pemda",0,0,2190
2191,id_telusur,"3,9 Ribu Anak di Jombang Serentak Jalani Vaksin Covid-19 https://t.co/IbhjwUhRbE",0,0,2191
2192,pakarnur,"#Nagan Raya#Vaksinasi Covid-19#50 Persen!

Apalagi, jumlah warga Nagan Raya yang telah disuntik vaksin Covid-19 terus bertambah dari hari ke hari.

https://t.co/0Mn6IuI1ql",0,0,2192
2193,serambinews,"#Nagan Raya#Vaksinasi Covid-19#50 Persen!

Apalagi, jumlah warga Nagan Raya yang telah disuntik vaksin Covid-19 terus bertambah dari hari ke hari.

https://t.co/yH9m8Rl8vO",0,0,2193
2194,jpnncom,Satgas Penanganan Covid-19 memberikan peringatan terhadap penyebar hoaks vaksin anak. Satgas mengajak masyarakat untuk cerdas. #Satgascovid-19 https://t.co/aD4zDEKELF,1,0,2194
2195,RendySiregar90,"UPP Kab. Bantaeng melaksanakan giat pengamanan &amp; pendampingan vaksin covid-19 di desa tombolo kec. Gantarangkeke Sekaligus sosialisasi sapu bersih pungutan liar, melalui media masker yang digunakan oleh personil yg berlogokan saber pungli &amp; pemda",0,0,2195
2196,PolsekBatangKui,"Seluruh personil Polsek Bt.Kuis mendukung percepatan vaksin covid -19  diwilkum Polsek Bt.Kuis.
https://t.co/3sGBliJ5cT",1,0,2196
2197,yusuf_dumdum,"Ok siap! Nunggu giliran vaksin bosster. Gratis atau bayar ? 🤔

Pemerintah Siapkan Vaksin Merah Putih Jadi Booster Covid-19 di 2022 https://t.co/YiC37tEfed",35,1,2197
2198,PolsekBatangKui,"Himbauan agar masyarakat mau melaksanakan vaksin covid -19 yang dilaksanakan Nakes Polri Polresta DS.
https://t.co/qO4yRZmvIA",0,0,2198
2199,RendySiregar90,"UPP Kab. Bantaeng melaksanakan giat pengamanan &amp; pendampingan vaksin covid-19 di desa parangloe kec. Eremerasa Sekaligus sosialisasi sapu bersih pungutan liar, melalui media masker yang digunakan oleh personil yg berlogokan saber pungli &amp; pemda",0,0,2199
2200,FMB9ID_,"Bersama Dr. Mei Neni Sitaresmi Ph.D, SpA(K) (Satgas Imunisasi, IDAI KOMDA KIPI) akan mengabarkan berita terkait informasi vaksin COVID-19 pada anak 6-11 tahun aman melalui Siaran Pers #IndonesiaBisa. https://t.co/5to3dUgLDi",0,0,2200
2201,republikaonline,Persetujuan penggunaan darurat diberikan kepada obat atau vaksin Covid-19. https://t.co/zYLi3GTwre,1,0,2201
2202,Kusumawati2Rini,"UPP Kab. Bantaeng melaksanakan giat pengamanan &amp; pendampingan vaksin covid-19 di desa ulugalung kec. Eremerasa Sekaligus sosialisasi sapu bersih pungutan liar, melalui media masker yang digunakan oleh personil yg berlogokan saber pungli &amp; pemda",0,0,2202
2203,depokterkini,Kepala SDN se-Kecamatan Sawangan Sepakati Percepatan Vaksin Covid-19 https://t.co/stv5HueBr3,0,0,2203
2204,v_vion4,"Dirjen WHO Menyalahkan Negara yang Menimbun Vaksin Covid-19: Memperpanjang Pandemi https://t.co/iDSHvjmWhz

lho vaksin koq ditimbun ? @DrTedros 

🤔🤔🤔 https://t.co/2DhZA2Yu7d",2,0,2204
2205,silvana_astrid,"Vaksin Covid-19 Aman dan teruji Klinik

Anak Wajib Vaksin https://t.co/hHMydcbNr4",0,0,2205
2206,Rangga7Pangestu,"UPP Kab. Bantaeng melaksanakan giat pengamanan &amp; pendampingan vaksin covid-19 di desa ulugalung kec. Eremerasa Sekaligus sosialisasi sapu bersih pungutan liar, melalui media masker yang digunakan oleh personil yg berlogokan saber pungli &amp; pemda",0,0,2206
2207,silvana_astrid,"Vaksinasi Covid-19 usia 6-11 Tahun

Anak Wajib Vaksin https://t.co/oFXv2ETV07",0,0,2207
2208,Kusumawati2Rini,"UPP Kab. Bantaeng melaksanakan giat pengamanan &amp; pendampingan vaksin covid-19 di kel. Banyorang kec. Tompobulu Sekaligus sosialisasi sapu bersih pungutan liar, melalui media masker yang digunakan oleh personil yg berlogokan saber pungli &amp; pemda",0,0,2208
2209,Polisi_Jember,"“JANGAN LUPA VAKSIN”
UNTUK MENEKAN PENYEBARAN COVID-19 https://t.co/4ILYgltzmA",3,0,2209
2210,tarannisa2940,"UPP Kab. Bantaeng melaksanakan giat pengamanan &amp; pendampingan vaksin covid-19 di kel. Bonto lebang kec. Bissappu Sekaligus sosialisasi sapu bersih pungutan liar, melalui media masker yang digunakan oleh personil yg berlogokan saber pungli &amp; pemda",0,0,2210
2211,donkisot007,"@aldinalsya Maksudnya apa coba ? 
Awalnya pandemi covid 19, kemudian disuruh vaksin covid 19, kemudian jadi Lebih mudah tertular omicron.
Trus nanti disuruh vaksin Anti omicron gitu ? 
Maksudnya apa ?",2,0,2211
2212,Polisi_Jember,"“JANGAN LUPA VAKSIN”
UNTUK MENEKAN PENYEBARAN COVID-19 https://t.co/ezBZV0aHXL",1,0,2212
2213,isari68,Prepaid debit card sebesar 100 US Dollar ini diberikan kepada warga yg mau boosting vaksin ketiga sd akhir Des ini dalam menghadapi varian baru COVID 19 yaitu Omicron.,2,2,2213
2214,detikcom,Seorang wanita melahirkan putranya dalam keadaan koma karena terinfeksi COVID-19. Ia mengaku menyesal tak sempat vaksin saat hamil. Ini kisah selengkapnya. https://t.co/go8nreDRcf,9,4,2214
2215,SatbrimobdaGor1,Satbrimob Polda Gorontalo Perketat Pengamanan Vaksin Covid-19 Di Kantor Instalasi Farmasi Dinas Kesehatan Provinsi Gorontalo Pastikan Vaksin Tersebut Tetap Steril https://t.co/lchyJKzWdw,0,0,2215
2216,agendadaily,Lelaki dakwa diupah terima 14 suntikan vaksin Covid-19 https://t.co/1fl0YrFgQE,0,0,2216
2217,tempodotco,Sebuah studi yang dilakukan di Hong Kong menyatakan bahwa suntikan vaksin Sinovac Covid-19 tak efektif melawan varian Omicron. Suntikan tersebut mencakup dua dosis vaksin Sinovac dan satu kali booster. #TempoDunia https://t.co/4vEQcptV9k,28,22,2217
2218,CNNIndonesia,Ahli soal Hewan Rentan Corona: Tak Layak Diberi Vaksin Covid-19 https://t.co/24XKdK6mK0,3,0,2218
2219,Rangga7Pangestu,"UPP Kab. Bantaeng melaksanakan giat pengamanan &amp; pendampingan vaksin covid-19 di kel. Banyorang kec. Tompobulu Sekaligus sosialisasi sapu bersih pungutan liar, melalui media masker yang digunakan oleh personil yg berlogokan saber pungli &amp; pemda",0,0,2219
2220,jpmtelevisi,Tingkah Pola Anak Saat Terima Vaksin Covid 19 https://t.co/vEpsNqMYFu via @YouTube,0,0,2220
2221,manowar70077752,"Sejauh ini secara kuantitas, Indonesia berhasil menjadi satu dari lima negara dengan jumlah penerima vaksin COVID-19 dosis lengkap terbanyak di dunia,” ujar Menkominfo Johnny Plate

https://t.co/jcZXuPkMAw @jokowi",0,0,2221
2222,lYuliaRiyantil,"UPP Kab. Bantaeng melaksanakan giat pengamanan &amp; pendampingan vaksin covid-19 di desa tombolo kec. Gantarangkeke Sekaligus sosialisasi sapu bersih pungutan liar, melalui media masker yang digunakan oleh personil yg berlogokan saber pungli &amp; pemda",0,0,2222
2223,radaraktual,Duh! WHO: Omicron Lebih Cepat Menular dan Menginfeksi Penerima Vaksin COVID-19 https://t.co/E10E81yyu2,0,0,2223
2224,XHIndonesia,Turki setujui penggunaan darurat vaksin COVID-19 domestik https://t.co/bTl4HZkkaO https://t.co/Br4KZLtMfn,0,0,2224
2225,pakarnur,"#Bireuen#Vaksin Covid-19#Surat Vaksinasi!

Dikatakan, sasaran utama berupa penegakan protokol kesehatan, ketertiban dan kenyamanan.

https://t.co/w4XsozAyPM",0,0,2225
2226,serambinews,"#Bireuen#Vaksin Covid-19#Surat Vaksinasi!

Dikatakan, sasaran utama berupa penegakan protokol kesehatan, ketertiban dan kenyamanan.

https://t.co/3HU0WgNZ0y",0,0,2226
2227,lYuliaRiyantil,"UPP Kab. Bantaeng melaksanakan giat pengamanan &amp; pendampingan vaksin covid-19 di kel. Bonto lebang kec. Bissappu Sekaligus sosialisasi sapu bersih pungutan liar, melalui media masker yang digunakan oleh personil yg berlogokan saber pungli &amp; pemda",0,0,2227
2228,archa_bella,"Ada kemungkinan besar bahwa beberapa orang yang sudah divaksinasi lengkap maupun booster tetap tertular Omicron,loh gez!
So,.. vaksin tetap efektif untuk mencegah keparahan penyakit dan kematian akibat Covid-19 apa pun variannya.
#JanganPergiDulu https://t.co/y87cYNpraj",0,0,2228
2229,Senggiaw,Varian Omicron Covid-19 telah menular ke 50 negeri Amerika Syarikat. Hampir 40% penduduk negara itu belum disuntik vaksin Covid-19. Masalah bertimbun. https://t.co/sPDLlsQEFD,2,0,2229
2230,mang_ib,"Menurut Presiden @jokowi, dukungan NU yang mengajak masyarakat untuk mentaati protokol kesehatan dan mengikuti program vaksin pemerintah memberikan dampak nyata bagi penanganan pandemi Covid-19 di Indonesia. https://t.co/uIb0BgNj78",0,0,2230
2231,pakarnur,"#Geudong-geudong#Gedor Rumah Warga#Vaksin Covid-19!

Kegiatan itu untuk mengajak warga yang belum divaksin untuk segera mendatangi gerai vaksin yang tersedia di desa.

https://t.co/NphlIxHLF7",0,0,2231
2232,mediasakti_id,Polsek Dramaga Lakukan Vaksin Door To Door Demi Percepatan Vaksinasi Covid-19 https://t.co/RE0NyqgDYw,0,0,2232
2233,serambinews,"#Geudong-geudong#Gedor Rumah Warga#Vaksin Covid-19!

Kegiatan itu untuk mengajak warga yang belum divaksin untuk segera mendatangi gerai vaksin yang tersedia di desa.

https://t.co/p7si14rqgB",0,0,2233
2234,tempodotco,Sebuah studi yang dilakukan di Hong Kong menyatakan bahwa suntikan vaksin Sinovac Covid-19 tak efektif melawan varian Omicron. Suntikan tersebut mencakup dua dosis vaksin Sinovac dan satu kali booster. #TempoDunia https://t.co/4vEQcptV9k,17,2,2234
2235,hendarto789,@hendi_ruhendi @4irM4t4 hub.i @tamim_pardede dia py AVO formula untuk menetralkan vaksin cov 19.. dan menetralkan covid 19,1,0,2235
2236,voaindonesia,"Mahkamah Agung AS, Rabu (22/12), menyatakan akan mendengar argumen lisan dalam tantangan terhadap mandat vaksin COVID-19 dari pemerintahan Presiden AS Joe Biden terhadap bisnis dengan sedikitnya 100 pekerja. https://t.co/fXjkxhhMBw",2,0,2236
2237,Duke_of_Nowhere,"@dr_koko28 Petugas screening di PMI Cibinong menjelaskan kalau kurang dari 14 hari pasca vaksin Covid-19 tidak boleh donor. Mereka bilang utk tidak donor karena darah pendonor dikhawatirkan membawa efek buruk utk recipient. 
Walaupun PMI Pusat bilang ga apa2 tapi di lapangan jalan sendiri2.",5,0,2237
2238,Klentingkuniing,Presiden @jokowi sangat berterima kasih para kyai dan Ulama yang sudah memberikan ajakan untuk santri dan masyarakat untuk melakukan Vaksin Covid-19. https://t.co/cp21aBzJra,3,0,2238
2239,GoposId,"2.507 Hoaks Tentang Vaksin Covid-19 Ditemukan dalam Unggahan Media Sosial

#Haoks
#Kemkominfo https://t.co/uWMuAjkFZx",0,0,2239
2240,memontum_online,"Vaksin Covid-19 Dosis I untuk Masyarakat Umum di Kota Malang Capai 100,45 Persen https://t.co/SSm1GqsZJG",0,0,2240
2241,tribunnews,"Kominfo: 45 Persen Masyarakat Indonesia Masih Ragu Efek Samping Vaksin Covid-19
 
https://t.co/HCVZWMKVVV",1,0,2241
2242,Humasresbtg78,UPP Kab.Bantaeng melaksanakan giat pengamanan &amp; pendampingan vaksin covid-19 di desa barua kec.eremerasa Sekaligus sosialisasi sapu bersih pungutan liar...🖐️🖐️🖐️ https://t.co/1lQPWuJTiQ,0,0,2242
2243,DitEropa1_Kemlu,"Siang tadi (23/12) sejumlah 1,5 juta dosis vaksin Moderna dari Belanda  tiba di Jakarta. Dukungan ini merupakan pengiriman kedelapan dari Belanda.

Terima kasih, Belanda, atas dukungannya bagi upaya Indonesia mengatasi pandemi Covid-19!
#IniDiplomasi #NegaraMelindungi https://t.co/FWZTbQS9fg",8,1,2243
2244,Humasresbtg78,UPP Kab.Bantaeng melaksanakan giat pengamanan &amp; pendampingan vaksin covid-19 di desa pa'bumbungang kec.eremerasa Sekaligus sosialisasi sapu bersih pungutan liar...🖐️🖐️🖐️ https://t.co/jGzWkM0SDt,0,0,2244
2245,ivooxid,Kementerian Kesehatan Disarankan Gunakan Vaksin COVID-19 Halal https://t.co/5EGMz6Qtrx,0,0,2245
2246,kwp_my,"[Infografik]

Pemberian Dos Penggalak Vaksin COVID-19

Sumber: Kementerian Kesihatan Malaysia https://t.co/JELo3QiGbL",6,5,2246
2247,anis_khoir01,"Ingat kembali gaes, fungsi vaksin adalah untuk meningkatkan imunitas tubuh.
Bukan jaminan kalo sudah vaksin tidak akan terpapar virus Covid-19 apalagi si omicron ini #JanganPergiDulu https://t.co/OHLOtZDZyW",0,0,2247
2248,Delikperkara1,Polsek Dramaga Lakukan Vaksin Door To Door Demi Percepatan Vaksinasi Covid 19 https://t.co/X95QvcTqbB,0,0,2248
2249,jpnncom,ea Cukai memberikan fasilitas fiskal pembebasan bea masuk dan pelayanan segera (rush handling) atas impor vaksin Pfizer untuk penanganan Covid-19 melalui Bandara Internasional Ahmad Yani Semarang. #BeaCukai https://t.co/GnBsRTeuOl,0,0,2249
2250,antaramakassar,"109,26 juta penduduk Indonesia sudah disuntik vaksin COVID-19 dosis lengkap https://t.co/ObXfCAPCr0",0,0,2250
2251,indhie_com,"Lebih 1 Juta Dosis Vaksin Covid-19 Tak Terpakai di Nigeria 
#COVID19 #VaksinCOVID19 
https://t.co/1MHIC0XyWu",0,0,2251
2252,Joglosemarnews,299 Siswa SD Muhammadiyah 1 Solo Jalani Vaksin Covid-19 https://t.co/HQdHp5FCt8,0,0,2252
2253,KAI121,"@LovelyA09140508 Selamat malam Kak. Perjalanan menggunakan KA Probowangi, wajib menunjukkan hasil Negatif covid-19 berdasarkan PCR/Rapid test Antigen ya. Serta melampirkan kartu/sertifikat vaksin dosis lengkap bagi penumpang usia diatas 17 tahun.|1",0,0,2253
2254,jawapos,Keamanan Vaksin Covid-19 untuk Anak https://t.co/0IlBcgEW2p,0,0,2254
2255,kompascom,"Kepala Lembaga Biologi Molekuler (LBM) Eijkman Amin Soebandrio mengatakan, vaksin Nusantara tidak dapat digunakan untuk vaksinasi Covid-19 secara massal. |  #Kompascom #FaktaBerita #vaksinnusantara #JernihkanHarapan 

https://t.co/0d8JAOOu7A https://t.co/Zjykypkpgu",3,2,2255
2256,SINDOnews,"Angkatan Darat AS Temukan Vaksin SpFN, Diklaim Mampu Lawan Semua Varian COVID-19

 #Sindonews #BukanBeritaBiasa .https://t.co/pPFXSZBI0O",0,0,2256
2257,jiahaljafara,"Kita juga perlu ingat bahwa sudah vaksin tuh bukan berarti kita kebal dari virus COVID-19. Tetap kudu disiplin prokes karena ini adalah kunci
#JanganPergiDulu https://t.co/nLaw1QcBOL",1,0,2257
2258,KAI121,"@akhmadfaisal474 Selamat malam Kak. Calon penumpang KA Jarak Jauh di rute tersebut, wajib menunjukkan surat keterangan negatif Covid-19 berdasarkan Polymerase Chain Reaction (RT-PCR) atau Rapid test antigen dan sertifikat vaksin dosis lengkap. |1",0,0,2258
2259,detikHealth,Seorang wanita melahirkan putranya dalam keadaan koma karena terinfeksi COVID-19. Ia mengaku menyesal tak sempat vaksin saat hamil. Ini kisah selengkapnya. https://t.co/xfNq3BR8qz,1,1,2259
2260,lyn091088,Teori Mikrocip Dalam Vaksin Covid-19 Ternyata Benar Berlaku Di Swedan. https://t.co/paFPa0sCOt,0,0,2260
2261,Kusumawati2Rini,"UPP Kab. Bantaeng melaksanakan giat pengamanan &amp; pendampingan vaksin covid-19 di desa bonto tangnga kec. Uluere Sekaligus sosialisasi sapu bersih pungutan liar, melalui media masker yang digunakan oleh personil yg berlogokan saber pungli &amp; pemda",0,0,2261
2262,awanmalangit,"Kita semua jangan sampai lengah di saat liburan Nataru ini, tetap disiplin protokol kesehatan, lakukan vaksin lengkap dan tetap di rumah aja dulu, agar lonjakan kasus covid-19 tidak terjadi lagi. 
#JanganPergiDulu https://t.co/4mOS7m8ie7",1,0,2262
2263,hairildaily,"Walaupun sudah vaksin penuh, kita juga harus waspada. karena omicron adalah mutasi virus covid-19 jadi lebih baik kita hindarin dulu deh

#JanganPergiDulu https://t.co/Z1N9nGd59X",0,0,2263
2264,himawansugeha95,"wah… 
gegara hadir disuatu event jadinya terekspose dan perlu Swab PCR Covid-19 Test sekeluarga… 
Semoga aman aja dan bakal jadi pembuktian, apakah 4 kali vaksin bs ngefek dan lebih kebal 😊 
Sejauh ini sih gak kerasa simptom apapun 😎 https://t.co/RogBPy8Gdy",9,0,2264
2265,pikobar_jabar,"Sampurasun, Wargi!

Wargi, WHO baru saja memberi pernyataan bahwa hingga kini, belum ada bukti-bukti yang menunjukkan bahwa Vaksin Covid-19 dapat mempengaruhi kesuburan.

Jika Anda berencana untuk hamil, tak ada salahnya untuk melakukan vaksinasi Covid-19. https://t.co/IjKiKIn077",0,0,2265
2266,pojok6indonesia,Kapolda Gorontalo Bangga Masyarakat Semakin Sadar Lakukan Vaksin Covid-19 https://t.co/zRrUTtAhML,0,1,2266
2267,pantau24jam,"Kesadaran Masyarakat Makin Tinggi, Penerima Vaksin COVID-19 Terus Meningkat dan Pesat https://t.co/XZTaD3yHTc",0,0,2267
2268,lanarz17,"Disuntik vaksin hepatitis b udah 2x
Vaksin covid-19 2x
tinggal nunggu jadi ultraman.",1,0,2268
2269,Sahar98498142,"UPP Kab.Bantaeng melaksanakan giat pengamanan &amp; pendampingan vaksin covid-19 di desa bonto mate'ne kec.sinoa Sekaligus sosialisasi sapu bersih pungutan liar, melalui media masker yang digunakan oleh personil yg berlogokan saber pungli &amp; pemda...🖐️🖐️🖐️ https://t.co/Ee5Ehzefth",0,0,2269
2270,ginabicara,"Jadinya di rumah, Full udah vaksin Covid-19 donk! Skg prokesnya diperketat aja #JanganPergiDulu",0,0,2270
2271,BuletinTV9,16 Kali Disuntik Vaksin COVID-19? https://t.co/jvh4CwSYr9 via @YouTube,0,0,2271
2272,hypeabisid,Bagaimana Persepsi Masyarakat Indonesia soal Vaksin Covid-19? Ini Surveinya! https://t.co/iyEa5Ox0gH https://t.co/TsR6ezG3HX,0,0,2272
2273,red1n1earth,"#JanganPergiDulu
Stay safe ♥️ 
Patuhi prokes 5M 👍
Ayo vaksin kawan 😊 
Libur Nataru menjadi potensi besar untuk penularan Covid-19. 
Yuk merayakan natal dan tahun baru dirumah saja lebih aman dan nyaman... 😊♥️😍🌹🇮🇩 https://t.co/K6h0tgsWPU",5,5,2273
